,Dex,Pokemon,Chance,Chance percentage,end
576,73,Tentacruel,1/2805,0.0357,916299.0
577,724,Decidueye,1/2805,0.0357,916656.0
578,828,Thievul,1/2805,0.0357,917013.0
579,76,Golem,1/2805,0.0357,917370.0
580,10013,Sunny Castform,1/2805,0.0357,917727.0
581,10014,Rainy Castform,1/2805,0.0357,918084.0
582,68,Machamp,1/2805,0.0357,918441.0
583,277,Swellow,1/2805,0.0357,918798.0
584,139,Omastar,1/2805,0.0357,919155.0
585,222,Corsola,1/2805,0.0357,919512.0
586,211,Qwilfish,1/2805,0.0357,919869.0
587,409,Rampardos,1/2805,0.0357,920226.0
588,212,Scizor,1/2805,0.0357,920583.0
589,407,Roserade,1/2805,0.0357,920940.0
590,406,Budew,1/2805,0.0357,921297.0
591,405,Luxray,1/2805,0.0357,921654.0
592,213,Shuckle,1/2805,0.0357,922011.0
593,214,Heracross,1/2805,0.0357,922368.0
594,402,Kricketune,1/2805,0.0357,922725.0
595,400,Bibarel,1/2805,0.0357,923082.0
596,398,Staraptor,1/2805,0.0357,923439.0
597,219,Magcargo,1/2805,0.0357,923796.0
598,395,Empoleon,1/2805,0.0357,924153.0
599,392,Infernape,1/2805,0.0357,924510.0
600,360,Wynaut,1/2805,0.0357,924867.0
601,224,Octillery,1/2805,0.0357,925224.0
602,389,Torterra,1/2805,0.0357,925581.0
603,225,Delibird,1/2805,0.0357,925938.0
604,226,Mantine,1/2805,0.0357,926295.0
605,227,Skarmory,1/2805,0.0357,926652.0
606,370,Luvdisc,1/2805,0.0357,927009.0
607,369,Relicanth,1/2805,0.0357,927366.0
608,368,Gorebyss,1/2805,0.0357,927723.0
609,367,Huntail,1/2805,0.0357,928080.0
610,229,Houndoom,1/2805,0.0357,928437.0
611,365,Walrein,1/2805,0.0357,928794.0
612,230,Kingdra,1/2805,0.0357,929151.0
613,362,Glalie,1/2805,0.0357,929508.0
614,411,Bastiodon,1/2805,0.0357,929865.0
615,210,Granbull,1/2805,0.0357,930222.0
616,413,Wormadam,1/2805,0.0357,930579.0
617,414,Mothim,1/2805,0.0357,930936.0
618,448,Lucario,1/2805,0.0357,931293.0
619,446,Munchlax,1/2805,0.0357,931650.0
620,201,Unown,1/2805,0.0357,932007.0
621,442,Spiritomb,1/2805,0.0357,932364.0
622,441,Chatot,1/2805,0.0357,932721.0
623,440,Happiny,1/2805,0.0357,933078.0
624,439,Mime Jr.,1/2805,0.0357,933435.0
625,438,Bonsly,1/2805,0.0357,933792.0
626,437,Bronzong,1/2805,0.0357,934149.0
627,202,Wobbuffet,1/2805,0.0357,934506.0
628,581,Swanna,1/2805,0.0357,934863.0
629,433,Chingling,1/2805,0.0357,935220.0
630,432,Purugly,1/2805,0.0357,935577.0
631,203,Girafarig,1/2805,0.0357,935934.0
632,430,Honchkrow,1/2805,0.0357,936291.0
633,429,Mismagius,1/2805,0.0357,936648.0
634,428,Lopunny,1/2805,0.0357,937005.0
635,426,Drifblim,1/2805,0.0357,937362.0
636,205,Forretress,1/2805,0.0357,937719.0
637,424,Ambipom,1/2805,0.0357,938076.0
638,423,Gastrodon,1/2805,0.0357,938433.0
639,206,Dunsparce,1/2805,0.0357,938790.0
640,421,Cherrim,1/2805,0.0357,939147.0
641,419,Floatzel,1/2805,0.0357,939504.0
642,208,Steelix,1/2805,0.0357,939861.0
643,417,Pachirisu,1/2805,0.0357,940218.0
644,416,Vespiquen,1/2805,0.0357,940575.0
645,232,Donphan,1/2805,0.0357,940932.0
646,359,Absol,1/2805,0.0357,941289.0
647,450,Hippowdon,1/2805,0.0357,941646.0
648,298,Azurill,1/2805,0.0357,942003.0
649,314,Illumise,1/2805,0.0357,942360.0
650,313,Volbeat,1/2805,0.0357,942717.0
651,312,Minun,1/2805,0.0357,943074.0
652,311,Plusle,1/2805,0.0357,943431.0
653,310,Manectric,1/2805,0.0357,943788.0
654,254,Sceptile,1/2805,0.0357,944145.0
655,308,Medicham,1/2805,0.0357,944502.0
656,306,Aggron,1/2805,0.0357,944859.0
657,257,Blaziken,1/2805,0.0357,945216.0
658,303,Mawile,1/2805,0.0357,945573.0
659,302,Sableye,1/2805,0.0357,945930.0
660,301,Delcatty,1/2805,0.0357,946287.0
661,260,Swampert,1/2805,0.0357,946644.0
662,297,Hariyama,1/2805,0.0357,947001.0
663,358,Chimecho,1/2805,0.0357,947358.0
664,262,Mightyena,1/2805,0.0357,947715.0
665,295,Exploud,1/2805,0.0357,948072.0
666,264,Linoone,1/2805,0.0357,948429.0
667,292,Shedinja,1/2805,0.0357,948786.0
668,291,Ninjask,1/2805,0.0357,949143.0
669,289,Slaking,1/2805,0.0357,949500.0
670,267,Beautifly,1/2805,0.0357,949857.0
671,286,Breloom,1/2805,0.0357,950214.0
672,269,Dustox,1/2805,0.0357,950571.0
673,284,Masquerain,1/2805,0.0357,950928.0
674,282,Gardevoir,1/2805,0.0357,951285.0
675,272,Ludicolo,1/2805,0.0357,951642.0
676,279,Pelipper,1/2805,0.0357,951999.0
677,317,Swalot,1/2805,0.0357,952356.0
678,319,Sharpedo,1/2805,0.0357,952713.0
679,321,Wailord,1/2805,0.0357,953070.0
680,323,Camerupt,1/2805,0.0357,953427.0
681,357,Tropius,1/2805,0.0357,953784.0
682,354,Banette,1/2805,0.0357,954141.0
683,235,Smeargle,1/2805,0.0357,954498.0
684,352,Kecleon,1/2805,0.0357,954855.0
685,351,Castform,1/2805,0.0357,955212.0
686,350,Milotic,1/2805,0.0357,955569.0
687,348,Armaldo,1/2805,0.0357,955926.0
688,237,Hitmontop,1/2805,0.0357,956283.0
689,346,Cradily,1/2805,0.0357,956640.0
690,238,Smoochum,1/2805,0.0357,956997.0
691,344,Claydol,1/2805,0.0357,957354.0
692,239,Elekid,1/2805,0.0357,957711.0
693,342,Crawdaunt,1/2805,0.0357,958068.0
694,240,Magby,1/2805,0.0357,958425.0
695,340,Whiscash,1/2805,0.0357,958782.0
696,241,Miltank,1/2805,0.0357,959139.0
697,338,Solrock,1/2805,0.0357,959496.0
698,337,Lunatone,1/2805,0.0357,959853.0
699,336,Seviper,1/2805,0.0357,960210.0
700,335,Zangoose,1/2805,0.0357,960567.0
701,334,Altaria,1/2805,0.0357,960924.0
702,242,Blissey,1/2805,0.0357,961281.0
703,332,Cacturne,1/2805,0.0357,961638.0
704,330,Flygon,1/2805,0.0357,961995.0
705,327,Spinda,1/2805,0.0357,962352.0
706,326,Grumpig,1/2805,0.0357,962709.0
707,324,Torkoal,1/2805,0.0357,963066.0
708,199,Slowking,1/2805,0.0357,963423.0
709,435,Skuntank,1/2805,0.0357,963780.0
710,452,Drapion,1/2805,0.0357,964137.0
711,162,Furret,1/2805,0.0357,964494.0
712,549,Lilligant,1/2805,0.0357,964851.0
713,550,Basculin,1/2805,0.0357,965208.0
714,514,Simisear,1/2805,0.0357,965565.0
715,182,Bellossom,1/2805,0.0357,965922.0
716,512,Simisage,1/2805,0.0357,966279.0
717,510,Liepard,1/2805,0.0357,966636.0
718,184,Azumarill,1/2805,0.0357,966993.0
719,160,Feraligatr,1/2805,0.0357,967350.0
720,553,Krookodile,1/2805,0.0357,967707.0
721,157,Typhlosion,1/2805,0.0357,968064.0
722,555,Darmanitan,1/2805,0.0357,968421.0
723,556,Maractus,1/2805,0.0357,968778.0
724,558,Crustle,1/2805,0.0357,969135.0
725,154,Meganium,1/2805,0.0357,969492.0
726,560,Scrafty,1/2805,0.0357,969849.0
727,561,Sigilyph,1/2805,0.0357,970206.0
728,563,Cofagrigus,1/2805,0.0357,970563.0
729,508,Stoutland,1/2805,0.0357,970920.0
730,185,Sudowoodo,1/2805,0.0357,971277.0
731,186,Politoed,1/2805,0.0357,971634.0
732,171,Lanturn,1/2805,0.0357,971991.0
733,547,Whimsicott,1/2805,0.0357,972348.0
734,197,Umbreon,1/2805,0.0357,972705.0
735,189,Jumpluff,1/2805,0.0357,973062.0
736,545,Scolipede,1/2805,0.0357,973419.0
737,172,Pichu,1/2805,0.0357,973776.0
738,526,Gigalith,1/2805,0.0357,974133.0
739,173,Cleffa,1/2805,0.0357,974490.0
740,174,Igglybuff,1/2805,0.0357,974847.0
741,523,Zebstrika,1/2805,0.0357,975204.0
742,521,Unfezant,1/2805,0.0357,975561.0
743,530,Excadrill,1/2805,0.0357,975918.0
744,531,Audino,1/2805,0.0357,976275.0
745,169,Crobat,1/2805,0.0357,976632.0
746,534,Conkeldurr,1/2805,0.0357,976989.0
747,168,Ariados,1/2805,0.0357,977346.0
748,537,Seismitoad,1/2805,0.0357,977703.0
749,538,Throh,1/2805,0.0357,978060.0
750,539,Sawk,1/2805,0.0357,978417.0
751,166,Ledian,1/2805,0.0357,978774.0
752,542,Leavanny,1/2805,0.0357,979131.0
753,164,Noctowl,1/2805,0.0357,979488.0
754,178,Xatu,1/2805,0.0357,979845.0
755,518,Musharna,1/2805,0.0357,980202.0
756,516,Simipour,1/2805,0.0357,980559.0
757,181,Ampharos,1/2805,0.0357,980916.0
758,503,Samurott,1/2805,0.0357,981273.0
759,505,Watchog,1/2805,0.0357,981630.0
760,500,Emboar,1/2805,0.0357,981987.0
761,463,Lickilicky,1/2805,0.0357,982344.0
762,192,Sunflora,1/2805,0.0357,982701.0
763,471,Glaceon,1/2805,0.0357,983058.0
764,470,Leafeon,1/2805,0.0357,983415.0
765,469,Yanmega,1/2805,0.0357,983772.0
766,468,Togekiss,1/2805,0.0357,984129.0
767,467,Magmortar,1/2805,0.0357,984486.0
768,466,Electivire,1/2805,0.0357,984843.0
769,465,Tangrowth,1/2805,0.0357,985200.0
770,464,Rhyperior,1/2805,0.0357,985557.0
771,142,Aerodactyl,1/2805,0.0357,985914.0
772,462,Magnezone,1/2805,0.0357,986271.0
773,474,Porygon-Z,1/2805,0.0357,986628.0
774,461,Weavile,1/2805,0.0357,986985.0
775,460,Abomasnow,1/2805,0.0357,987342.0
776,195,Quagsire,1/2805,0.0357,987699.0
777,458,Mantyke,1/2805,0.0357,988056.0
778,457,Lumineon,1/2805,0.0357,988413.0
779,196,Espeon,1/2805,0.0357,988770.0
780,579,Reuniclus,1/2805,0.0357,989127.0
781,141,Kabutops,1/2805,0.0357,989484.0
782,455,Carnivine,1/2805,0.0357,989841.0
783,454,Toxicroak,1/2805,0.0357,990198.0
784,473,Mamoswine,1/2805,0.0357,990555.0
785,472,Gliscor,1/2805,0.0357,990912.0
786,475,Gallade,1/2805,0.0357,991269.0
787,573,Cinccino,1/2805,0.0357,991626.0
788,497,Serperior,1/2805,0.0357,991983.0
789,565,Carracosta,1/2805,0.0357,992340.0
790,567,Archeops,1/2805,0.0357,992697.0
791,10123,Pom-pom Oricorio,1/2805,0.0357,993054.0
792,10124,Pa'u Oricorio,1/2805,0.0357,993411.0
793,10125,Sensu Oricorio,1/2805,0.0357,993768.0
794,569,Garbodor,1/2805,0.0357,994125.0
795,571,Zoroark,1/2805,0.0357,994482.0
796,275,Shiftry,1/2805,0.0357,994839.0
797,479,Rotom,1/2805,0.0357,995196.0
798,576,Gothitelle,1/2805,0.0357,995553.0
799,476,Probopass,1/2805,0.0357,995910.0
800,477,Dusknoir,1/2805,0.0357,996267.0
801,478,Froslass,1/2805,0.0357,996624.0
802,528,Swoobat,1/2805,0.0357,996981.0
803,143,Snorlax,1/2805,0.0357,997338.0
804,149,Dragonite,1/4207,0.0238,997695.0
805,248,Tyranitar,1/4207,0.0238,997933.0
806,373,Salamence,1/4207,0.0238,998171.0
807,706,Goodra,1/4207,0.0238,998409.0
808,376,Metagross,1/4207,0.0238,998647.0
809,635,Hydreigon,1/4207,0.0238,998885.0
810,784,Kommo-o,1/4207,0.0238,999123.0
811,445,Garchomp,1/4207,0.0238,999361.0
812,10230,Hisuian Zorua,1/11219,0.0089,999599.0
813,10227,Hisuian Sneasel,1/11219,0.0089,999688.0
814,10233,Hisuian Sliggoo,1/11219,0.0089,999777.0
815,903,Sneasler,1/11219,0.0089,999866.0
816,10112,Alolan Grimer,1/11219,0.0089,999955.0
817,10100,Alolan Raichu,1/11219,0.0089,1000044.0
818,10091,Alolan Rattata,1/11219,0.0089,1000133.0
819,10163,Galarian Farfetch'd,1/11219,0.0089,1000222.0
820,10161,Galarian Slowpoke,1/11219,0.0089,1000311.0
821,10159,Galarian Ponyta,1/11219,0.0089,1000400.0
822,10158,Galarian Meowth,1/11219,0.0089,1000489.0
823,10170,Galarian Corsola,1/11219,0.0089,1000578.0
824,10172,Galarian Linoone,1/11219,0.0089,1000667.0
825,10174,Galarian Darmanitan,1/11219,0.0089,1000756.0
826,10176,Galarian Yamask,1/11219,0.0089,1000845.0
827,10223,Hisuian Voltorb,1/11219,0.0089,1000934.0
828,902,Basculegion,1/11219,0.0089,1001023.0
829,10221,Hisuian Growlithe,1/11219,0.0089,1001112.0
830,10105,Alolan Diglett,1/11219,0.0089,1001201.0
831,10107,Alolan Meowth,1/11219,0.0089,1001290.0
832,10103,Alolan Vulpix,1/11219,0.0089,1001379.0
833,10101,Alolan Sandshrew,1/11219,0.0089,1001468.0
834,10109,Alolan Geodude,1/11219,0.0089,1001557.0
835,867,Runerigus,1/22439,0.0045,1001646.0
836,10165,Galarian Mr. Mime,1/22439,0.0045,1001691.0
837,10164,Galarian Weezing,1/22439,0.0045,1001736.0
838,10235,Hisuian Avalugg,1/22439,0.0045,1001781.0
839,10108,Alolan Persian,1/22439,0.0045,1001826.0
840,10113,Alolan Muk,1/22439,0.0045,1001871.0
841,10160,Galarian Rapidash,1/22439,0.0045,1001916.0
842,10106,Alolan Dugtrio,1/22439,0.0045,1001961.0
843,10092,Alolan Raticate,1/22439,0.0045,1002006.0
844,10229,Hisuian Lilligant,1/22439,0.0045,1002051.0
845,10115,Alolan Marowak,1/22439,0.0045,1002096.0
846,10231,Hisuian Zoroark,1/22439,0.0045,1002141.0
847,10114,Alolan Exeggutor,1/22439,0.0045,1002186.0
848,10162,Galarian Slowbro,1/22439,0.0045,1002231.0
849,893,Zarude,1/22439,0.0045,1002276.0
850,10171,Galarian Zigzagoon,1/22439,0.0045,1002321.0
851,10228,Hisuian Samurott,1/22439,0.0045,1002366.0
852,10173,Galarian Darumaka,1/22439,0.0045,1002411.0
853,10104,Alolan Ninetales,1/22439,0.0045,1002456.0
854,10177,Galarian Stunfisk,1/22439,0.0045,1002501.0
855,10110,Alolan Graveler,1/22439,0.0045,1002546.0
856,10222,Hisuian Arcanine,1/22439,0.0045,1002591.0
857,10102,Alolan Sandslash,1/22439,0.0045,1002636.0
858,10003,Speed Deoxys,1/22439,0.0045,1002681.0
859,10002,Defense Deoxys,1/22439,0.0045,1002726.0
860,10224,Hisuian Electrode,1/22439,0.0045,1002771.0
861,10001,Attack Deoxys,1/22439,0.0045,1002816.0
862,10225,Hisuian Typhlosion,1/22439,0.0045,1002861.0
863,904,Overqwil,1/22439,0.0045,1002906.0
864,10226,Hisuian Qwilfish,1/22439,0.0045,1002951.0
865,10232,Hisuian Braviary,1/22439,0.0045,1002996.0
866,10236,Hisuian Decidueye,1/22439,0.0045,1003041.0
867,647,Keldeo,1/22439,0.0045,1003086.0
868,151,Mew,1/22439,0.0045,1003131.0
869,721,Volcanion,1/22439,0.0045,1003176.0
870,720,Hoopa,1/22439,0.0045,1003221.0
871,719,Diancie,1/22439,0.0045,1003266.0
872,490,Manaphy,1/22439,0.0045,1003311.0
873,491,Darkrai,1/22439,0.0045,1003356.0
874,385,Jirachi,1/22439,0.0045,1003401.0
875,251,Celebi,1/22439,0.0045,1003446.0
876,649,Genesect,1/22439,0.0045,1003491.0
877,648,Meloetta,1/22439,0.0045,1003536.0
878,386,Deoxys,1/22439,0.0045,1003581.0
879,865,Sirfetch'd,1/22439,0.0045,1003626.0
880,492,Shaymin,1/22439,0.0045,1003671.0
881,801,Magearna,1/22439,0.0045,1003716.0
882,802,Marshadow,1/22439,0.0045,1003761.0
883,493,Arceus,1/22439,0.0045,1003806.0
884,494,Victini,1/22439,0.0045,1003851.0
885,807,Zeraora,1/22439,0.0045,1003896.0
886,808,Meltan,1/22439,0.0045,1003941.0
887,809,Melmetal,1/22439,0.0045,1003986.0
888,862,Obstagoon,1/22439,0.0045,1004031.0
889,863,Perrserker,1/22439,0.0045,1004076.0
890,864,Cursola,1/22439,0.0045,1004121.0
891,489,Phione,1/22439,0.0045,1004166.0
892,10234,Hisuian Goodra,1/33658,0.003,1004211.0
893,486,Regigigas,1/44877,0.0022,1004241.0
894,485,Heatran,1/44877,0.0022,1004263.0
895,484,Palkia,1/44877,0.0022,1004285.0
896,866,Mr. Rime,1/44877,0.0022,1004307.0
897,488,Cresselia,1/44877,0.0022,1004329.0
898,10120,Complete Zygarde,1/44877,0.0022,1004351.0
899,482,Azelf,1/44877,0.0022,1004373.0
900,10118,10 Zygarde,1/44877,0.0022,1004395.0
901,638,Cobalion,1/44877,0.0022,1004417.0
902,483,Dialga,1/44877,0.0022,1004439.0
903,383,Groudon,1/44877,0.0022,1004461.0
904,481,Mesprit,1/44877,0.0022,1004483.0
905,480,Uxie,1/44877,0.0022,1004505.0
906,144,Articuno,1/44877,0.0022,1004527.0
907,145,Zapdos,1/44877,0.0022,1004549.0
908,146,Moltres,1/44877,0.0022,1004571.0
909,150,Mewtwo,1/44877,0.0022,1004593.0
910,243,Raikou,1/44877,0.0022,1004615.0
911,244,Entei,1/44877,0.0022,1004637.0
912,245,Suicune,1/44877,0.0022,1004659.0
913,249,Lugia,1/44877,0.0022,1004681.0
914,250,Ho-Oh,1/44877,0.0022,1004703.0
915,377,Regirock,1/44877,0.0022,1004725.0
916,378,Regice,1/44877,0.0022,1004747.0
917,379,Registeel,1/44877,0.0022,1004769.0
918,10183,Rapid Strike Urshifu,1/44877,0.0022,1004791.0
919,380,Latias,1/44877,0.0022,1004813.0
920,381,Latios,1/44877,0.0022,1004835.0
921,382,Kyogre,1/44877,0.0022,1004857.0
922,639,Terrakion,1/44877,0.0022,1004879.0
923,384,Rayquaza,1/44877,0.0022,1004901.0
924,10169,Galarian Slowking,1/44877,0.0022,1004923.0
925,10111,Alolan Golem,1/44877,0.0022,1004945.0
926,645,Landorus,1/44877,0.0022,1004967.0
927,640,Virizion,1/44877,0.0022,1004989.0
928,790,Cosmoem,1/44877,0.0022,1005011.0
929,800,Necrozma,1/44877,0.0022,1005033.0
930,888,Zacian,1/44877,0.0022,1005055.0
931,889,Zamazenta,1/44877,0.0022,1005077.0
932,890,Eternatus,1/44877,0.0022,1005099.0
933,891,Kubfu,1/44877,0.0022,1005121.0
934,892,Urshifu,1/44877,0.0022,1005143.0
935,894,Regieleki,1/44877,0.0022,1005165.0
936,895,Regidrago,1/44877,0.0022,1005187.0
937,896,Glastrier,1/44877,0.0022,1005209.0
938,897,Spectrier,1/44877,0.0022,1005231.0
939,898,Calyrex,1/44877,0.0022,1005253.0
940,641,Tornadus,1/44877,0.0022,1005275.0
941,792,Lunala,1/44877,0.0022,1005297.0
942,791,Solgaleo,1/44877,0.0022,1005319.0
943,487,Giratina,1/44877,0.0022,1005341.0
944,789,Cosmog,1/44877,0.0022,1005363.0
945,773,Silvally,1/44877,0.0022,1005385.0
946,642,Thundurus,1/44877,0.0022,1005407.0
947,643,Reshiram,1/44877,0.0022,1005429.0
948,644,Zekrom,1/44877,0.0022,1005451.0
949,646,Kyurem,1/44877,0.0022,1005473.0
950,717,Yveltal,1/44877,0.0022,1005495.0
951,718,Zygarde,1/44877,0.0022,1005517.0
952,772,Type: Null,1/44877,0.0022,1005539.0
953,716,Xerneas,1/44877,0.0022,1005561.0
954,785,Tapu Koko,1/44877,0.0022,1005583.0
955,787,Tapu Bulu,1/44877,0.0022,1005605.0
956,905,Enamorus,1/44877,0.0022,1005627.0
957,788,Tapu Fini,1/44877,0.0022,1005649.0
958,786,Tapu Lele,1/44877,0.0022,1005671.0
959,798,Kartana,1/89754,0.0011,1005693.0
960,806,Blacephalon,1/89754,0.0011,1005704.0
961,805,Stakataka,1/89754,0.0011,1005715.0
962,804,Naganadel,1/89754,0.0011,1005726.0
963,803,Poipole,1/89754,0.0011,1005737.0
964,799,Guzzlord,1/89754,0.0011,1005748.0
965,796,Xurkitree,1/89754,0.0011,1005759.0
966,797,Celesteela,1/89754,0.0011,1005770.0
967,795,Pheromosa,1/89754,0.0011,1005781.0
968,794,Buzzwole,1/89754,0.0011,1005792.0
969,793,Nihilego,1/89754,0.0011,1005803.0
970,10167,Galarian Zapdos,1/134632,0.0007,1005814.0
971,10168,Galarian Moltres,1/134632,0.0007,1005821.0
972,10166,Galarian Articuno,1/134632,0.0007,1005828.0
